movieId,title,genres,clean_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,"Flintstones, The",,,,,,,,,,,,,,,,,,,,,,,,,,
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Forrest Gump,Forrest Gump,1994,PG-13,06 Jul 1994,142 min,"Drama, Romance",Robert Zemeckis,"Winston Groom, Eric Roth","Tom Hanks, Robin Wright, Gary Sinise","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",English,United States,Won 6 Oscars. 51 wins & 74 nominations total,"https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_QL75_UY562_CR4,0,380,562_.jpg","[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,8.8,"2,489,915",tt0109830,movie,N/A,"$330,455,270",N/A,N/A,True,
357,Four Weddings and a Funeral (1994),Comedy|Romance,Four Weddings and a Funeral,Four Weddings and a Funeral,1994,R,15 Apr 1994,117 min,"Comedy, Drama, Romance",Mike Newell,Richard Curtis,"Hugh Grant, Andie MacDowell, James Fleet","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","English, British Sign ",United Kingdom,Nominated for 2 Oscars. 24 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.1,"176,528",tt0109831,movie,N/A,"$52,700,832",N/A,N/A,True,
358,Higher Learning (1995),Drama,Higher Learning,Higher Learning,1995,R,11 Jan 1995,128 min,"Crime, Drama, Thriller",John Singleton,John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport","People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTkzMmJiOTEtZDU1MC00NjQzLTk1OTQtOTQzNDVkMjYwNWQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.5,"22,488",tt0113305,movie,N/A,"$38,290,723",N/A,N/A,True,
359,I Like It Like That (1994),Comedy|Drama|Romance,I Like It Like That,I Like It Like That,1994,R,14 Oct 1994,104 min,"Comedy, Drama, Romance",Darnell Martin,Darnell Martin,"Luna Lauren Velez, Jon Seda, Tomas Melly",Money issues and misunderstandings divide a couple who struggle to raise their children in the Bronx.,English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.7,"1,873",tt0110091,movie,N/A,"$1,760,527",N/A,N/A,True,
360,I Love Trouble (1994),Action|Comedy,I Love Trouble,I Love Trouble,1994,PG,29 Jun 1994,123 min,"Action, Comedy, Romance",Charles Shyer,"Nancy Meyers, Charles Shyer","Nick Nolte, Julia Roberts, Saul Rubinek",Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTFlZWEzM2QtN2NhYy00NjY4LWFkZWEtYWM1MWI2ZGM3NDhkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,5.3,"12,786",tt0110093,movie,N/A,"$30,806,194",N/A,N/A,True,
361,It Could Happen to You (1994),Comedy|Drama|Romance,It Could Happen to You,It Could Happen to You,1994,PG,29 Jul 1994,101 min,"Comedy, Drama, Romance",Andrew Bergman,Jane Anderson,"Nicolas Cage, Bridget Fonda, Rosie Perez",A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BZDAxZTM1MGMtZmE1ZC00ZjliLTgwNzYtMThmY2E5NmUxZTA2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"47,064",tt0110167,movie,N/A,"$37,939,757",N/A,N/A,True,
362,"Jungle Book, The (1994)",Adventure|Children|Romance,"Jungle Book, The",The Jungle Book: The Adventures of Mowgli,1989–1990,TV-Y7-FV,02 Oct 1989,24 min,"Animation, Adventure, Drama",N/A,N/A,"Urara Takano, Banjô Ginga, Hiroya Ishimaru","The adventures of Mowgli, an orphan boy raised by wolves, and his friends in the jungles of India.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNjIzODdmYmQtODMxOC00Zjg5LTljYTgtMjhiNzc0ZGM1YzJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,710",tt0283750,series,,,,,True,1
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,"Lion King, The",,,,,,,,,,,,,,,,,,,,,,,,,,
365,Little Buddha (1993),Drama,Little Buddha,Little Buddha,1993,PG,25 May 1994,123 min,Drama,Bernardo Bertolucci,"Bernardo Bertolucci, Rudy Wurlitzer, Mark Peploe","Keanu Reeves, Bridget Fonda, Ruocheng Ying","After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.",English,"France, Liechtenstein, United Kingdom",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTBmMzk1ZDQtNzRlZS00ZWYyLTlmNjYtNDMxMDIzMWJjNjg1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,"18,793",tt0107426,movie,N/A,"$4,858,139",N/A,N/A,True,
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",,,,,,,,,,,,,,,,,,,,,,,,,,
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"Mask, The",Behind the Mask: The Rise of Leslie Vernon,2006,R,13 Oct 2006,92 min,"Comedy, Horror, Thriller",Scott Glosserman,"Scott Glosserman, David J. Stieve","Nathan Baesel, Angela Goethals, Zelda Rubinstein",The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.,English,United States,5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE5MDE3MTQxOV5BMl5BanBnXkFtZTcwNDY0NzA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"26,270",tt0437857,movie,N/A,"$69,136",N/A,N/A,True,
368,Maverick (1994),Adventure|Comedy|Western,Maverick,Maverick,1994,PG,20 May 1994,127 min,"Action, Adventure, Comedy",Richard Donner,"Roy Huggins, William Goldman","Mel Gibson, Jodie Foster, James Garner","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",English,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMjk5MzdhYWMtOWU3Yi00MTE5LWEyYTEtOGU5NWM0NWNmZDE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.0,"125,602",tt0110478,movie,N/A,"$101,631,272",N/A,N/A,True,
369,Mrs. Parker and the Vicious Circle (1994),Drama,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,1994,R,23 Nov 1994,125 min,"Biography, Drama",Alan Rudolph,"Alan Rudolph, Randy Sue Coburn","Jennifer Jason Leigh, Campbell Scott, Matthew Broderick","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",English,"United States, Canada",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNjljYWFkY2EtMjI5ZS00OGI0LWIxYTQtNTM3NGVhNjA0NjNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.4,"4,949",tt0110588,movie,N/A,"$2,144,667",N/A,N/A,True,
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Naked Gun 33 1/3: The Final Insult,Naked Gun 33 1/3: The Final Insult,1994,PG-13,18 Mar 1994,83 min,"Comedy, Crime",Peter Segal,"Pat Proft, David Zucker, Robert LoCash","Leslie Nielsen, Priscilla Presley, George Kennedy",Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,English,United States,3 wins total,https://m.media-amazon.com/images/M/MV5BM2ViYTFhMTktMjU0OC00ZWY3LWEzZDItMTExNDc2NDNjN2I3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"127,335",tt0110622,movie,N/A,"$51,132,598",N/A,N/A,True,
371,"Paper, The (1994)",Comedy|Drama,"Paper, The",Paper: The Game,2019,N/A,01 Apr 2019,2 min,"Short, Comedy",Nathan Mitzenmacher,Nathan Mitzenmacher,Nathan Mitzenmacher,Nathan plays the new Tic Tac Toe simulator.,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt29456968,movie,N/A,N/A,N/A,N/A,True,
372,Reality Bites (1994),Comedy|Drama|Romance,Reality Bites,Reality Bites,1994,PG-13,18 Feb 1994,99 min,"Comedy, Drama, Romance",Ben Stiller,Helen Childress,"Winona Ryder, Ethan Hawke, Janeane Garofalo","A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNmMwNWY5NTctYzUxNi00MTZkLWJhYWEtYjVkNDQ3ZTFiYjRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.6,"55,889",tt0110950,movie,N/A,"$20,982,557",N/A,N/A,True,
373,Red Rock West (1992),Thriller,Red Rock West,Red Rock West,1993,R,14 May 1993,98 min,"Crime, Drama, Thriller",John Dahl,"John Dahl, Rick Dahl","Nicolas Cage, Dennis Hopper, Lara Flynn Boyle","Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BYjY2MzA5NWEtZmM5ZS00ZGYwLTg2NjItOWQyYTk5YTI4ZWM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.0,"27,153",tt0105226,movie,N/A,"$2,502,551",N/A,N/A,True,
374,Richie Rich (1994),Children|Comedy,Richie Rich,Richie Rich,1994,PG,21 Dec 1994,95 min,"Comedy, Family",Donald Petrie,"Neil Tolkin, Tom S. Parker, Jim Jennewein","Macaulay Culkin, Edward Herrmann, John Larroquette","Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his...","English, Latin",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZWEyNTYzNmMtMTFkNC00Zjk4LWI4MzUtMjAzMjZjOTJmMjVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.5,"78,708",tt0110989,movie,N/A,"$38,087,756",N/A,N/A,True,
376,"River Wild, The (1994)",Action|Thriller,"River Wild, The",,,,,,,,,,,,,,,,,,,,,,,,,,
377,Speed (1994),Action|Romance|Thriller,Speed,Speed,1994,R,10 Jun 1994,116 min,"Action, Adventure, Thriller",Jan de Bont,Graham Yost,"Keanu Reeves, Dennis Hopper, Sandra Bullock","An extortionist bomber rigs a Los Angeles city bus to explode if its speed drops below 50 mph, forcing a young cop and a female passenger to keep it moving and save everyone on board.",English,United States,Won 2 Oscars. 21 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"420,427",tt0111257,movie,N/A,"$121,248,145",N/A,N/A,True,
378,Speechless (1994),Comedy|Romance,Speechless,Speechless,2016–2019,TV-PG,21 Sep 2016,30 min,Comedy,N/A,Scott Silveri,"Minnie Driver, John Ross Bowie, Cedric Yarbrough",The family of a special-needs teen is good at dealing with the challenges he faces--and excellent at creating new ones.,English,United States,5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjUzMzUwMjE4NV5BMl5BanBnXkFtZTgwODEyNDI0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"8,881",tt5592146,series,,,,,True,3
379,Timecop (1994),Action|Sci-Fi|Thriller,Timecop,Timecop,1994,R,16 Sep 1994,99 min,"Action, Crime, Sci-Fi",Peter Hyams,"Mark Verheiden, Mike Richardson","Jean-Claude Van Damme, Mia Sara, Ron Silver","Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",English,"Japan, United States",1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMDdkOWRjYzktYTA3Ny00YWFkLWFkYTItNTE5ZDk2MDQxMjI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.9,"68,785",tt0111438,movie,N/A,"$44,853,581",N/A,N/A,True,
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,True Lies,True Lies,1994,R,15 Jul 1994,141 min,"Action, Comedy, Thriller",James Cameron,"James Cameron, Claude Zidi, Simon Michaël","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United S...","English, French, Arabic, German",United States,Nominated for 1 Oscar. 8 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BYjU1ZjNhMjMtOTMxZS00MDc1LTlkNzQtZTdjNGQyYjQ4YTA4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"298,420",tt0111503,movie,N/A,"$146,282,411",N/A,N/A,True,
381,When a Man Loves a Woman (1994),Drama|Romance,When a Man Loves a Woman,When a Man Loves a Woman,1994,R,13 May 1994,126 min,"Drama, Romance",Luis Mandoki,"Ron Bass, Al Franken","Meg Ryan, Andy Garcia, Ellen Burstyn",The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,"English, Vietnamese",United States,4 nominations total,https://m.media-amazon.com/images/M/MV5BZGQ0MzgyZjEtMmI1NC00ODk3LTk5YTktNGMxNzkxN2FhNWNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.6,"24,364",tt0111693,movie,N/A,"$50,021,959",N/A,N/A,True,
382,Wolf (1994),Drama|Horror|Romance|Thriller,Wolf,Wolf,1994,R,17 Jun 1994,125 min,"Drama, Horror, Romance",Mike Nichols,"Jim Harrison, Wesley Strick","Jack Nicholson, Michelle Pfeiffer, James Spader",Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,"English, Spanish",United States,2 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjJkYmE5NjItMGMyNi00NjNmLTg3MDMtNzg5NWU4MmVhZmQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.3,"61,145",tt0111742,movie,N/A,"$65,002,597",N/A,N/A,True,
383,Wyatt Earp (1994),Western,Wyatt Earp,Wyatt Earp,1994,PG-13,24 Jun 1994,191 min,"Adventure, Biography, Drama",Lawrence Kasdan,"Dan Gordon, Lawrence Kasdan","Kevin Costner, Dennis Quaid, Gene Hackman","From Wichita to Dodge City, to the OK Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.","English, Spanish","United States, Canada",Nominated for 1 Oscar. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNjQ5YzJmMjktMmYwNi00ZTU4LWFhMDgtZWRhZDAxZTA2MzIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.7,"58,639",tt0111756,movie,N/A,"$25,052,000",N/A,N/A,True,
384,Bad Company (1995),Action|Crime|Drama,Bad Company,Bad Company,2002,PG-13,07 Jun 2002,116 min,"Action, Comedy, Thriller",Joel Schumacher,"Gary M. Goodman, David Himmelstein, Jason Richman","Anthony Hopkins, Chris Rock, Matthew Marsh","When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock).",English,"Czech Republic, United States",N/A,https://m.media-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.6,"51,878",tt0280486,movie,N/A,"$30,160,161",N/A,N/A,True,
385,"Man of No Importance, A (1994)",Drama,"Man of No Importance, A",,,,,,,,,,,,,,,,,,,,,,,,,,
386,S.F.W. (1994),Drama,S.F.W.,S.F.W.,1994,R,20 Jan 1995,96 min,"Comedy, Drama",Jefery Levy,"Andrew Wellman, Danny Rubin, Jefery Levy","Stephen Dorff, Reese Witherspoon, Jake Busey",An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BYTBlNjc2NjUtY2RjMS00MDFlLWE1NjUtNjc0ZjA5YzBiZDI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}]",N/A,5.7,"5,498",tt0111048,movie,N/A,"$63,513",N/A,N/A,True,
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,"Low Down Dirty Shame, A",,,,,,,,,,,,,,,,,,,,,,,,,,
388,Boys Life (1995),Drama,Boys Life,Boys Life,2006–,N/A,N/A,N/A,Comedy,N/A,N/A,"Nancy Travis, Daryl Sabara, Spencer Locke",An eccentric single mother tries to raise her young teenage son.,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,16,tt0779794,series,,,,,True,N/A
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,"Colonel Chabert, Le",,,,,,,,,,,,,,,,,,,,,,,,,,
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Faster Pussycat! Kill! Kill!,"Faster, Pussycat! Kill! Kill!",1965,Not Rated,06 Aug 1965,83 min,"Action, Comedy",Russ Meyer,"Jackie Moran, Russ Meyer","Tura Satana, Haji, Lori Williams","Three thrill-seeking go-go dancers kidnap a young girl and attempt to swindle an old rancher and his two sons out of their small fortune, but their scheme does not play out as they intended.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGUzNGU0NjAtNTcyMi00ZWNlLWJkZGYtNDdkN2I3ZTIyMGUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.6,"16,680",tt0059170,movie,N/A,N/A,N/A,N/A,True,
391,Jason's Lyric (1994),Crime|Drama,Jason's Lyric,Jason's Lyric,1994,R,28 Sep 1994,119 min,"Crime, Drama, Romance",Doug McHenry,Bobby Smith Jr.,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine","Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BZWY1YjQ5NTMtNjE3MS00NzM4LTk1NTEtNDY4ZDA3OTA2NzA1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.6,"4,813",tt0110186,movie,N/A,"$20,851,521",N/A,N/A,True,
